drug_name,CanonicalSMILES,DepMap_ID,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,predicted ln(IC50),Top10 genes,Top10 pathways
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000971,HCT-116,905936,COREAD,digestive_system,large_intestine,,1.2232194,"WNT16, AKT1, NTSR1, KSR2, GRIN2B, IGF1R, SLC27A6, STEAP3, KRT12, FGF19",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000973,639-V,906798,BLCA,urogenital_system,bladder,,1.9239839,"NPY, IFNA13, GDF5, COL2A1, DHH, TSLP, CCNA1, CACNG8, TNFSF18, RSPO4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000974,SNG-M,909735,UCEC,urogenital_system,endometrium,,1.4487373,"ATP1A2, FXYD2, GRIN3B, EDAR, CASQ1, FGF9, MALT1, GDF9, BMP15, TNF",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000976,HuCCT1,907069,UNCLASSIFIED,digestive_system,biliary_tract,,0.79342437,"TAOK2, GTF2I, PPP5C, GTF2F1, DAXX, MAPK8IP3, AKT2, ANAPC2, PPP2R5D, PLCG1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000977,LNCaP-Clone-FGC,907788,PRAD,urogenital_system,prostate,,1.6178493,"PLA2G5, GRK1, FGF2, PLA2G4D, VWF, PPP3CA, PLA2G2A, FGF10, PLA2G4F, IL18",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000978,EN,1240127,UCEC,urogenital_system,endometrium,,2.1407444,"LILRB5, NLGN4X, NTRK3, SOX17, GDF9, HEY1, HTR6, CSNK1A1L, RSPO4, SFRP5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000980,NCI-H1155,908467,UNCLASSIFIED,lung,lung_NSCLC_large_cell,,1.764402,"CRHR2, GRIA4, ADCYAP1, GIP, CSH2, BMP5, NOS2, CACNA1I, CRHR1, SSTR5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000981,DND-41,1297446,ALL,blood,T_cell_leukemia,,1.2641152,"ICOS, CD1B, CD1A, CD1E, CD3G, CD7, PIK3R6, OSM, CD3D, ITK",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000983,KCL-22,1330931,LCML,blood,chronic_myeloid_leukaemia,,1.2899553,"FGF23, PTEN, IL3, TRADD, UBE4B, GP9, SLC9A1, CXCL16, CXCR2, UBA6",hsa04810
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000985,LS-411N,907794,COREAD,digestive_system,large_intestine,,1.763997,"PLA2G2E, PLA2G2A, APOA5, PLA2G4E, PLA2G2F, AQP7, CCL24, GRIN2B, PPP1R1B, CHRM3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000986,HT-115,907289,COREAD,digestive_system,large_intestine,,0.42579535,"PF4, PPBP, PCK1, CLDN15, CFTR, WNT4, CCL24, ALDOB, CXCL11, PLCB1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000987,Mewo,908128,SKCM,skin,melanoma,,2.7334523,"BIRC7, DCT, TYR, MPZ, CACNA1E, TYRP1, IGSF11, CDK2, TPCN2, MITF",hsa04024
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000988,MFE-319,1240174,UCEC,urogenital_system,endometrium,,1.4022349,"NLGN4X, FGF18, WNT7A, SOX17, PRKACG, RHOBTB2, NECTIN2, ERBB4, CDC42, FGF7",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000989,SNU-175,1659928,COREAD,digestive_system,large_intestine,,0.49811664,"BAIAP2, TAF10, ID3, HSPB1, PKN1, ORAI2, TGFB1, ATP2B4, UBE2Q1, FABP2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000991,SNU-81,1660036,COREAD,digestive_system,large_intestine,,2.4156215,"ALDOB, GHRL, ADCY4, PLA2G2E, SLC25A31, LILRB5, EDAR, CCL14, TUBAL3, FABP2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000995,Jurkat,998184,ALL,blood,T_cell_leukemia,,0.98902357,"CD2, CD1B, PTCRA, CD1A, CD1D, DNTT, CD3E, TSHR, CD3G, ITK",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000997,HCT-15,905937,COREAD,digestive_system,large_intestine,,0.86942226,"TMSB4Y, OLR1, CR2, TNNC1, PITX2, SEH1L, BMP4, MYLPF, GTF2E2, FZD3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000998,CW-2,910554,COREAD,digestive_system,large_intestine,,0.36885193,"FZD4, MAP4K3, TGFB2, FGF23, PRR5L, TTI1, TACR2, LPIN3, FGFR1, PPBP",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000999,SNU-1040,1659823,COREAD,digestive_system,large_intestine,,1.6862141,"ALDOB, PCK1, FABP1, GDF9, KRT31, PLA2G2A, WNT11, HES5, CFTR, TMSB4Y",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001016,Becker,906746,GBM,nervous_system,glioma,,2.4775145,"TSLP, TNXB, CNGA3, FGF7, AOX1, NTF3, STAG1, PDE1C, NLGN1, RNF7",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001106,KOPN-8,1330933,UNCLASSIFIED,blood,B_cell_leukemia,,1.2523557,"TNFRSF13B, TCL1A, TUBA8, CD72, FLT3, CD19, NPY, LTA, CCL25, HTR1F",hsa04024
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001151,OVCAR-5,905969,OV,urogenital_system,ovary,,1.5213878,"FABP4, PRKACA, PPP2R2B, CRKL, PDGFD, AQP7, NR1H3, EFNA5, PLIN4, CDC25C",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001190,SK-MEL-2,905955,SKCM,skin,melanoma,,2.1045778,"RPA4, UBE2U, TLE3, IFNA16, TYR, MAPK11, EHHADH, TRAF1, IFNA10, DCT",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001193,SK-PN-DW,909731,UNCLASSIFIED,bone,ewings_sarcoma,,1.2616433,"ADRA1A, NPY1R, DKK2, ADRA1D, ADRB3, PTGER3, ADRB1, CACNA1G, CAMK1G, PDE1A",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001274,SW982,909759,UNCLASSIFIED,soft_tissue,soft_tissue_other,,1.6184701,"CHRM2, CAMK1G, CRK, IL1F10, GDF1, PLN, SOCS5, SFRP1, TNFSF4, OXTR",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001306,8305C,906795,THCA,thyroid,thyroid,,1.7884375,"CCL11, CAMK1G, ITCH, TNR, CSF3, CACNG7, GABBR2, CD276, IFNA13, NTNG1",hsa04151
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001307,8505C,924102,THCA,thyroid,thyroid,,2.4768672,"MMP1, SHC3, HHIP, SFRP1, KRT14, COL4A6, GRPR, CD274, PDE1C, NEGR1","hsa04514, hsa04151"
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001321,TT,930299,THCA,thyroid,thyroid,,3.4794276,"GHSR, GPR119, HHATL, CXCL13, PPP1CB, CD8B, LDHAL6A, DAPP1, TCF7L1, CRHR2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001332,BICR78,1240122,HNSC,aero_digestive_tract,head_and_neck,,1.9723026,"UIMC1, IL1A, HES5, PDGFRB, NTRK1, IL36G, CSNK1E, KRT14, CLDN17, KRT10",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001333,C-33-A,687505,CESC,urogenital_system,cervix,,-0.2727544,"CTNNA2, CTNNA3, ERBB4, FGF10, FZD8, RAP1B, TAF12, PRICKLE1, RPS6KB1, GPHB5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001336,Ca-Ski,906824,CESC,urogenital_system,cervix,,0.27280733,"TAF7, CTBP1, TAB1, MGRN1, PKN1, PDPK1, FZR1, STAG2, GTF2F1, RPTOR",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001341,DoTc2-4510,906843,CESC,urogenital_system,cervix,,0.12802042,"CRTC2, CTBP1, MTCP1, ENO3, PLD2, MDM4, PPP2R2D, ULK1, ARNT, ATP6V1H",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001345,GP5d,907291,COREAD,digestive_system,large_intestine,,1.0635451,"IL27, TUBAL3, CFTR, IFNA5, CCL15, PCK1, PPP1R1B, VDAC2, IL1R2, UBE2D1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001360,MS751,1240179,CESC,urogenital_system,cervix,,1.6944748,"CGA, LAMB4, WNT3A, IL20, CASP9, BMP2, RBBP8, KRT13, PFN4, PDE3A",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001368,OACM5-1,1503363,ESCA,aero_digestive_tract,oesophagus,,1.6186225,"KRT35, SP1, GDF3, KRT32, CD14, PDGFRA, PDGFD, CACNG7, PRKCG, MAP2K6",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001374,PA-1,909255,UNCLASSIFIED,urogenital_system,ovary,,1.3027776,"LHCGR, WNT8A, ATP1A2, IL1R1, CER1, DUSP2, SFRP2, GSK3A, GRK3, LPAR4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001399,SW626,909753,OV,urogenital_system,ovary,,3.4001334,"KRT39, ACTR2, GZMB, FASLG, PPP2CB, GH2, VHL, IL34, ACVR2A, FABP5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001401,SW13,909744,ACC,kidney,adrenal_gland,,-0.816706,"FGF10, CTNNA3, FST, GRK1, ERBB4, PRKACG, SFRP5, TEK, GRIN3B, CCNB3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001402,SW756,724839,CESC,urogenital_system,cervix,,4.1903005,"IL11, CRLF2, RBL1, SPOPL, ELK1, SKP1, F2R, RYR1, CDC25C, UBE2C",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001443,ASH-3,1290722,THCA,thyroid,thyroid,,2.3339443,"KRT34, IL24, KRT33B, CSF3, CD276, CLDN14, MMP1, GDNF, IL1B, FGF21",hsa04151
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001494,EGI-1,906853,UNCLASSIFIED,digestive_system,biliary_tract,,3.5480711,"CNGA1, CXCR5, PPBP, POLD2, TMSB4Y, CDC45, CCNA2, MAD2L1, BUB1, DBF4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001496,ESO26,1503366,ESCA,aero_digestive_tract,oesophagus,,-0.2536875,"FABP2, CNGB3, BCL10, CCL15, CUL3, HSPA6, PPP1R1B, EBAG9, LDHC, CALML4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001497,ESO51,1503367,ESCA,aero_digestive_tract,oesophagus,,1.6049489,"RSPO2, PF4, CREB3L3, HSPA6, IL37, ACOX1, TACR2, MMP1, EDAR, PPP1R1B",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001498,Farage,1297449,DLBC,blood,B_cell_lymphoma,,0.4596785,"IL12B, TIGIT, GNG8, FGF8, CXCR5, CR1L, MAP2K1, CD80, IL10, XCL2",hsa04062
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001500,FLO-1,1503361,ESCA,aero_digestive_tract,oesophagus,,1.7499207,"MAP2K3, MAP3K5, LMNB1, WNT9A, ITGAM, TP53I3, MYH11, FXYD1, MAP2K4, CCL21",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001517,HEC-1,907051,UCEC,urogenital_system,endometrium,,2.1956837,"FGF18, FXYD2, NECTIN2, CXCR5, RHOBTB2, FGF7, PRKACG, PLA2G4D, GDF7, SHC1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001519,H-EMC-SS,907290,UNCLASSIFIED,bone,chondrosarcoma,,3.2686622,"FSHB, ANGPT2, WNT2B, RAC2, PIK3CA, ITGA3, GNGT1, RAPGEF2, PDGFD, EDNRA",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001525,HT-3,907068,CESC,urogenital_system,cervix,,1.7956749,"CCL18, CACNB4, MAPT, FZD10, PLA2G4E, STK11, HCAR2, WNT4, CXCL17, OLR1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001526,HuO9,907072,UNCLASSIFIED,bone,osteosarcoma,,0.8463843,"KRT31, PLA2G5, DMP1, SLC8A3, WNT2B, FXYD1, ITGA3, CDH15, RAPGEF2, PIK3CA",hsa04512
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001528,IHH-4,1240154,THCA,thyroid,thyroid,,1.5332595,"IL36B, IL24, CSF3, CD276, IL13RA2, CUL2, IL1B, CSH1, IL1A, PAK3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001549,LU-135,713899,SCLC,lung,lung_small_cell_carcinoma,,2.0826442,"LEP, P2RX3, CACNG5, CCL13, PIAS1, NPPA, PRL, TMSB4X, RXRG, UBA2",hsa04151
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001578,NCCIT,908441,,urogenital_system,testis,,1.8163552,"GDF3, FGF4, PDPK1, RPS6, CD40, ADCY10, CR1L, LHCGR, GAB1, ACTR3B",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001603,NH-12,908447,NB,nervous_system,neuroblastoma,,1.6225961,"OPRM1, LDHAL6A, GNG3, GRIA4, CHRM2, GRIN1, SV2C, ATP2B3, VIP, CHRNA7",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001626,OSC-20,1240196,HNSC,aero_digestive_tract,head_and_neck,,1.9107891,"TNFSF18, BIRC2, KRT13, KRT14, NOS1, KRT16, MMP1, WNT3A, DRD1, IL7R",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001630,PEO1,1480372,OV,urogenital_system,ovary,,1.8674827,"CALML3, RBBP8, CXCR5, RASGRP1, ANPEP, RNF7, PLCD1, OXTR, BDKRB1, GTF2A2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001638,RC-K8,1330995,DLBC,blood,B_cell_lymphoma,,1.5569028,"LILRB5, IFNB1, VAV3, IL4, PIK3R1, CBLB, CLDN14, CD80, CR2, LTA",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001642,SCC-3,910930,DLBC,blood,B_cell_lymphoma,,0.9095876,"IL3, IL26, UBE4B, TRADD, FGF23, IL2RA, GZMB, PRF1, PRKN, LBP",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001650,SISO,1240212,CESC,urogenital_system,cervix,,2.5661366,"SSTR1, CARD14, PDE3A, PPBP, CXCL3, INS, CNGA3, BMP5, CD55, PDE4D",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001653,SK-GT-2,1503364,STAD,digestive_system,stomach,,-3.7179239,"RAD54L, UBE2O, CDC20, BRAP, PARP1, ORC1, POLD1, CALM3, ESPL1, GYS1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001654,SK-GT-4,1503365,ESCA,aero_digestive_tract,oesophagus,,0.8001655,"COMP, CNGB3, PTPRB, CXCL12, PLA2G10, CTF1, PPP2R3C, SLC25A6, CDC26, CSNK1G2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001655,SKN,1240215,UNCLASSIFIED,urogenital_system,uterus,,2.0334656,"CCL11, IL10RB, ACVR2B, IL24, RPS6KA1, RELT, ARAF, CCND3, UBE2NL, SOS1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001674,TGW,910780,NB,nervous_system,neuroblastoma,,1.7836893,"VEGFD, ADCY8, IRAK4, MYLK2, JUND, PDGFB, SELPLG, LAMTOR2, TIAM1, SHC2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001702,VA-ES-BJ,688121,UNCLASSIFIED,soft_tissue,soft_tissue_other,,2.6690907,"RYR3, CLDN16, WNT2B, HGF, ADCY8, EPOR, UBE2E1, SOS2, ZFYVE9, THBS2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001703,VAL,1331048,DLBC,blood,B_cell_lymphoma,,0.70977026,"GH1, LILRA4, GNG8, CXCR5, FCER2, TNFRSF13C, LILRB1, PDCD1, MS4A1, INHBE",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001709,WSU-NHL,909785,UNCLASSIFIED,blood,lymphoid_neoplasm_other,,0.082562566,"TCL1B, ARAF, TIGIT, CXCR5, BMP3, MS4A1, HRAS, CHUK, RAC1, TCL1A",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001711,PFSK-1,683667,MB,nervous_system,medulloblastoma,,1.3343159,"CRH, CAMK1G, SHC4, ANGPT2, FGF7, CD40LG, CCR5, SKP2, ACVRL1, PTPN5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001715,CAL-72,906827,UNCLASSIFIED,bone,osteosarcoma,,1.6874412,"MAP2K3, MAP3K5, LMNB1, ADCY8, WNT9A, ITGAM, NEGR1, SOCS5, TP53I3, CDC26",hsa04151
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001716,GOTO,906875,NB,nervous_system,neuroblastoma,,1.7775031,"AVPR1A, P2RX3, BMPR2, SSTR2, CD81, IFNA21, MAPK12, NFKB1, GNG3, PTGFR",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001819,MFM-223,910948,BRCA,breast,breast,,2.6027675,"TGIF2, EFNA1, RNF43, GRK5, DUSP2, ACTR2, PIP5K1A, MYLK2, JUND, FAS",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001820,COLO-824,906812,BRCA,breast,breast,,1.8937758,"CASQ2, LRP2, IL12RB2, VTCN1, LBP, IL22RA2, RASGRP1, PFKP, PLCD1, CDC37",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-001861,TGBC1TKB,909769,UNCLASSIFIED,digestive_system,biliary_tract,,1.1531156,"IFNL3, HRK, BMPR2, VEGFA, IFNL2, CFL2, SELP, ITGB1, TSC1, JAM3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-002029,SAS,909708,HNSC,aero_digestive_tract,head_and_neck,,0.22762896,"GTF2H2, TAOK2, TYK2, NFKBIB, MCOLN1, CDC37, CREBBP, MGRN1, NCOR2, ZBTB17",hsa04310
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-002045,HO-1-u-1,753561,HNSC,aero_digestive_tract,head_and_neck,,0.032549936,"HSPB1, UBE2Q1, CSNK1D, TSC2, KRT13, HCAR2, MAPK8IP3, IL36G, CSNK1G2, PIK3R2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-002059,P30-OHK,909252,ALL,blood,lymphoblastic_leukemia,,0.98228735,"MYLK3, BBC3, DVL2, ITGAL, FLT3, TCL1A, CCL25, PLA2G1B, GAB1, HTR7",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-002062,SLVL,1331032,DLBC,blood,B_cell_lymphoma,,1.1636225,"IFNA2, RGMB, LPAR2, GRK7, PARP1, CCL4, CCL4L2, TLR7, CCL3L3, TNFRSF12A",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-002067,NOS-1,925345,UNCLASSIFIED,bone,osteosarcoma,,1.2022914,"TUBA3E, TNN, GTF2A1L, IBSP, WNT2B, GNGT1, RAC2, ITGA3, RAPGEF2, CCNE1",
Rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,ACH-000001,OVCAR-3,905933,OV,urogenital_system,ovary,,-1.7127616,"AVPR1B, NPR1, COL9A1, FGF18, CD47, NLGN4X, CLDN16, AKT2, TACR1, GADD45A",
Rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,ACH-000002,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,,-2.5413883,"CAPN1, INHBC, MAPK12, IL11RA, ITGB6, GNGT2, MYL12B, CDK6, PIK3CB, DTX1",
